serum,strain,plate_barcode,dilution_factor,frac_infectivity_raw,frac_infectivity_ceiling
seqneut25to26_sera_3012,A/Alagoas/4130/2025_H3N2,plate18-A/Alagoas/4130/2025_H3N2,40,0.03511,0.03511
seqneut25to26_sera_3012,A/Alagoas/4130/2025_H3N2,plate18-A/Alagoas/4130/2025_H3N2,92,0.1093,0.1093
seqneut25to26_sera_3012,A/Alagoas/4130/2025_H3N2,plate18-A/Alagoas/4130/2025_H3N2,212,0.4629,0.4629
seqneut25to26_sera_3012,A/Alagoas/4130/2025_H3N2,plate18-A/Alagoas/4130/2025_H3N2,487,0.8262,0.8262
seqneut25to26_sera_3012,A/Alagoas/4130/2025_H3N2,plate18-A/Alagoas/4130/2025_H3N2,1119,0.7579,0.7579
seqneut25to26_sera_3012,A/Alagoas/4130/2025_H3N2,plate18-A/Alagoas/4130/2025_H3N2,2575,1.313,1
seqneut25to26_sera_3012,A/Alagoas/4130/2025_H3N2,plate18-A/Alagoas/4130/2025_H3N2,5921,1.185,1
seqneut25to26_sera_3012,A/Alagoas/4130/2025_H3N2,plate18-A/Alagoas/4130/2025_H3N2,1.362e+04,1.223,1
seqneut25to26_sera_3012,A/Anapolis/LEIAL6543/2025_H3N2,plate18-A/Anapolis/LEIAL6543/2025_H3N2,40,0.0008623,0.0008623
seqneut25to26_sera_3012,A/Anapolis/LEIAL6543/2025_H3N2,plate18-A/Anapolis/LEIAL6543/2025_H3N2,92,0.00138,0.00138
seqneut25to26_sera_3012,A/Anapolis/LEIAL6543/2025_H3N2,plate18-A/Anapolis/LEIAL6543/2025_H3N2,212,0.04519,0.04519
seqneut25to26_sera_3012,A/Anapolis/LEIAL6543/2025_H3N2,plate18-A/Anapolis/LEIAL6543/2025_H3N2,487,0.331,0.331
seqneut25to26_sera_3012,A/Anapolis/LEIAL6543/2025_H3N2,plate18-A/Anapolis/LEIAL6543/2025_H3N2,1119,0.563,0.563
seqneut25to26_sera_3012,A/Anapolis/LEIAL6543/2025_H3N2,plate18-A/Anapolis/LEIAL6543/2025_H3N2,2575,0.913,0.913
