serum,strain,plate_barcode,dilution_factor,frac_infectivity_raw,frac_infectivity_ceiling
seqneut25to26_sera_3034,A/Alagoas/4130/2025_H3N2,plate20-A/Alagoas/4130/2025_H3N2,40,0.0006962,0.0006962
seqneut25to26_sera_3034,A/Alagoas/4130/2025_H3N2,plate20-A/Alagoas/4130/2025_H3N2,92,0,0
seqneut25to26_sera_3034,A/Alagoas/4130/2025_H3N2,plate20-A/Alagoas/4130/2025_H3N2,212,0.01597,0.01597
seqneut25to26_sera_3034,A/Alagoas/4130/2025_H3N2,plate20-A/Alagoas/4130/2025_H3N2,487,0.04088,0.04088
seqneut25to26_sera_3034,A/Alagoas/4130/2025_H3N2,plate20-A/Alagoas/4130/2025_H3N2,1119,0.2681,0.2681
seqneut25to26_sera_3034,A/Alagoas/4130/2025_H3N2,plate20-A/Alagoas/4130/2025_H3N2,2575,0.6069,0.6069
seqneut25to26_sera_3034,A/Alagoas/4130/2025_H3N2,plate20-A/Alagoas/4130/2025_H3N2,5921,0.9254,0.9254
seqneut25to26_sera_3034,A/Alagoas/4130/2025_H3N2,plate20-A/Alagoas/4130/2025_H3N2,1.362e+04,1.22,1
seqneut25to26_sera_3034,A/Anapolis/LEIAL6543/2025_H3N2,plate20-A/Anapolis/LEIAL6543/2025_H3N2,40,0,0
seqneut25to26_sera_3034,A/Anapolis/LEIAL6543/2025_H3N2,plate20-A/Anapolis/LEIAL6543/2025_H3N2,92,0.0005134,0.0005134
seqneut25to26_sera_3034,A/Anapolis/LEIAL6543/2025_H3N2,plate20-A/Anapolis/LEIAL6543/2025_H3N2,212,0.001558,0.001558
seqneut25to26_sera_3034,A/Anapolis/LEIAL6543/2025_H3N2,plate20-A/Anapolis/LEIAL6543/2025_H3N2,487,0.01174,0.01174
seqneut25to26_sera_3034,A/Anapolis/LEIAL6543/2025_H3N2,plate20-A/Anapolis/LEIAL6543/2025_H3N2,1119,0.1093,0.1093
seqneut25to26_sera_3034,A/Anapolis/LEIAL6543/2025_H3N2,plate20-A/Anapolis/LEIAL6543/2025_H3N2,2575,0.2589,0.2589
seqneut25to26_sera_3034,A/Anapolis/LEIAL6543/2025_H3N2,plate20-A/Anapolis/LEIAL6543/2025_H3N2,5921,0.5217,0.5217
seqneut25to26_sera_3034,A/Anapolis/LEIAL6543/2025_H3N2,plate20-A/Anapolis/LEIAL6543/2025_H3N2,1.362e+04,0.7206,0.7206
seqneut25to26_sera_3034,A/Andalucia/PMC-00977/2025_H1N1,plate20-A/Andalucia/PMC-00977/2025_H1N1,40,0.0001482,0.0001482
seqneut25to26_sera_3034,A/Andalucia/PMC-00977/2025_H1N1,plate20-A/Andalucia/PMC-00977/2025_H1N1,92,0.02846,0.02846
seqneut25to26_sera_3034,A/Andalucia/PMC-00977/2025_H1N1,plate20-A/Andalucia/PMC-00977/2025_H1N1,212,0.333,0.333
seqneut25to26_sera_3034,A/Andalucia/PMC-00977/2025_H1N1,plate20-A/Andalucia/PMC-00977/2025_H1N1,487,0.5979,0.5979
seqneut25to26_sera_3034,A/Andalucia/PMC-00977/2025_H1N1,plate20-A/Andalucia/PMC-00977/2025_H1N1,1119,0.7762,0.7762
seqneut25to26_sera_3034,A/Andalucia/PMC-00977/2025_H1N1,plate20-A/Andalucia/PMC-00977/2025_H1N1,2575,1.159,1
seqneut25to26_sera_3034,A/Andalucia/PMC-00977/2025_H1N1,plate20-A/Andalucia/PMC-00977/2025_H1N1,5921,1.101,1
seqneut25to26_sera_3034,A/Andalucia/PMC-00977/2025_H1N1,plate20-A/Andalucia/PMC-00977/2025_H1N1,1.362e+04,1.267,1
seqneut25to26_sera_3034,A/Aragon/2046/2025_H1N1,plate20-A/Aragon/2046/2025_H1N1,40,0.00131,0.00131
seqneut25to26_sera_3034,A/Aragon/2046/2025_H1N1,plate20-A/Aragon/2046/2025_H1N1,92,0.01449,0.01449
seqneut25to26_sera_3034,A/Aragon/2046/2025_H1N1,plate20-A/Aragon/2046/2025_H1N1,212,0.383,0.383
seqneut25to26_sera_3034,A/Aragon/2046/2025_H1N1,plate20-A/Aragon/2046/2025_H1N1,487,0.6681,0.6681
seqneut25to26_sera_3034,A/Aragon/2046/2025_H1N1,plate20-A/Aragon/2046/2025_H1N1,1119,0.8587,0.8587
seqneut25to26_sera_3034,A/Aragon/2046/2025_H1N1,plate20-A/Aragon/2046/2025_H1N1,2575,0.7698,0.7698
seqneut25to26_sera_3034,A/Aragon/2046/2025_H1N1,plate20-A/Aragon/2046/2025_H1N1,5921,0.8118,0.8118
seqneut25to26_sera_3034,A/Aragon/2046/2025_H1N1,plate20-A/Aragon/2046/2025_H1N1,1.362e+04,0.8652,0.8652
seqneut25to26_sera_3034,A/Arica/59150/2025_H3N2,plate20-A/Arica/59150/2025_H3N2,40,0.0005771,0.0005771
seqneut25to26_sera_3034,A/Arica/59150/2025_H3N2,plate20-A/Arica/59150/2025_H3N2,92,0,0
seqneut25to26_sera_3034,A/Arica/59150/2025_H3N2,plate20-A/Arica/59150/2025_H3N2,212,0.004437,0.004437
