virus,cohort,n_sera,median_titer,geomean_titer,titer_q1,titer_q3,frac_w_titer_below_140
A/SouthAustralia/2520702747/2025_H1N1,PENN_0d-post-vax,59,220.7,282,144.1,547.4,0.2542
A/SouthAustralia/2520702747/2025_H1N1,PENN_28d-post-vax,59,355.3,467.3,186.4,983,0.1186
A/SouthAustralia/2523012764/2025_H1N1,All,253,293,343.1,152,705.8,0.2332
A/SouthAustralia/2523012764/2025_H1N1,CTS,40,506.9,606.5,275,1204,0.025
A/SouthAustralia/2523012764/2025_H1N1,HKU,48,360,372.7,215.8,518.9,0.1458
A/SouthAustralia/2523012764/2025_H1N1,NIID,8,109.6,109.7,81.29,158.4,0.625
A/SouthAustralia/2523012764/2025_H1N1,PENN,118,281.3,345.8,157.4,720.6,0.2119
A/SouthAustralia/2523012764/2025_H1N1,SCH,39,119.8,213.3,64.17,594.8,0.5385
A/SouthAustralia/2523012764/2025_H1N1,PENN_0d-post-vax,59,241.4,260.9,127.6,489.1,0.2881
A/SouthAustralia/2523012764/2025_H1N1,PENN_28d-post-vax,59,425.4,458.2,191.2,1096,0.1356
A/SouthAustralia/2523812314/2025_H3N2,All,253,359.4,419.6,185.5,944.6,0.1779
A/SouthAustralia/2523812314/2025_H3N2,CTS,40,537.3,634.7,272.6,1473,0.05
A/SouthAustralia/2523812314/2025_H3N2,HKU,48,229.3,283.1,144.5,471.5,0.25
A/SouthAustralia/2523812314/2025_H3N2,NIID,8,268.7,371.5,151.9,811.5,0.25
A/SouthAustralia/2523812314/2025_H3N2,PENN,118,464.9,490.6,230.4,1048,0.1017
A/SouthAustralia/2523812314/2025_H3N2,SCH,39,163.4,284.8,76.71,605.2,0.4359
A/SouthAustralia/2523812314/2025_H3N2,PENN_0d-post-vax,59,311.1,350.5,191.1,820.1,0.1525
A/SouthAustralia/2523812314/2025_H3N2,PENN_28d-post-vax,59,554.4,686.6,319.8,1840,0.05085
A/SouthAustralia/2524408801/2025_H3N2,All,253,274.1,331.2,131.6,748.2,0.2806
A/SouthAustralia/2524408801/2025_H3N2,CTS,40,380.2,531.7,225.9,1146,0.1
A/SouthAustralia/2524408801/2025_H3N2,HKU,48,191.6,241.6,119.4,387.3,0.3542
A/SouthAustralia/2524408801/2025_H3N2,NIID,8,137.4,248,67.41,621.1,0.5
A/SouthAustralia/2524408801/2025_H3N2,PENN,118,321.5,368.9,178.1,786.5,0.2034
A/SouthAustralia/2524408801/2025_H3N2,SCH,39,98.14,230.3,63.1,566.7,0.5641
A/SouthAustralia/2524408801/2025_H3N2,PENN_0d-post-vax,59,251.4,261.3,124.2,547,0.322
A/SouthAustralia/2524408801/2025_H3N2,PENN_28d-post-vax,59,455.6,520.8,240.8,1218,0.08475
A/SouthAustralia/2524712956/2025_H1N1,All,253,249.1,280.1,129.2,502.7,0.2648
A/SouthAustralia/2524712956/2025_H1N1,CTS,40,525.6,579.1,350.4,793.1,0
A/SouthAustralia/2524712956/2025_H1N1,HKU,48,251,265.5,176.1,403,0.1458
A/SouthAustralia/2524712956/2025_H1N1,NIID,8,96.05,101.6,82.06,156,0.625
A/SouthAustralia/2524712956/2025_H1N1,PENN,118,226.2,272.4,129.1,462.9,0.2797
A/SouthAustralia/2524712956/2025_H1N1,SCH,39,117.9,190.1,58.72,479.9,0.5641
A/SouthAustralia/2524712956/2025_H1N1,PENN_0d-post-vax,59,176.7,210.2,108.8,372.1,0.3898
A/SouthAustralia/2524712956/2025_H1N1,PENN_28d-post-vax,59,328.4,353,149.9,541.5,0.1695
A/SouthAustralia/2525607496/2025_H3N2,All,251,434.1,446.5,126.4,1376,0.2709
A/SouthAustralia/2525607496/2025_H3N2,CTS,40,974.4,991.5,405.1,2243,0.075
A/SouthAustralia/2525607496/2025_H3N2,HKU,46,194.8,232.4,87.67,575.4,0.3913
A/SouthAustralia/2525607496/2025_H3N2,NIID,8,277.6,359.2,128.8,992.6,0.25
A/SouthAustralia/2525607496/2025_H3N2,PENN,118,463.8,476.4,153.9,1687,0.2203
A/SouthAustralia/2525607496/2025_H3N2,SCH,39,544,365.7,49.52,1558,0.4872
A/SouthAustralia/2525607496/2025_H3N2,PENN_0d-post-vax,59,233.4,289.5,103.5,860.5,0.3559
A/SouthAustralia/2525607496/2025_H3N2,PENN_28d-post-vax,59,776.4,784.1,260,2241,0.08475
A/SouthAustralia/2527003588/2025_H3N2,All,248,222.6,252.3,96.9,570.8,0.3669
A/SouthAustralia/2527003588/2025_H3N2,CTS,39,368.7,503.3,215.8,1353,0.1026
A/SouthAustralia/2527003588/2025_H3N2,HKU,48,175.6,196.8,108.5,309.9,0.4167
A/SouthAustralia/2527003588/2025_H3N2,NIID,8,102.1,190.7,65.28,448.9,0.625
A/SouthAustralia/2527003588/2025_H3N2,PENN,117,237.6,242.6,102.8,613.1,0.3675
A/SouthAustralia/2527003588/2025_H3N2,SCH,36,98.35,201,40.06,482.7,0.5278
A/SouthAustralia/2527003588/2025_H3N2,PENN_0d-post-vax,59,162.1,167.5,72.83,327.4,0.4746
A/SouthAustralia/2527003588/2025_H3N2,PENN_28d-post-vax,58,276,353.6,146.7,959.1,0.2586
A/SouthAustralia/2527213276/2025_H3N2,All,253,388.4,412.7,183.8,824.2,0.1581
A/SouthAustralia/2527213276/2025_H3N2,CTS,40,747.5,747,382.1,1517,0
A/SouthAustralia/2527213276/2025_H3N2,HKU,48,380,449.7,290.4,567.6,0.04167
A/SouthAustralia/2527213276/2025_H3N2,NIID,8,140.2,268.2,111.3,445.9,0.5
A/SouthAustralia/2527213276/2025_H3N2,PENN,118,397.1,388.6,185.9,768.7,0.1271
A/SouthAustralia/2527213276/2025_H3N2,SCH,39,158.5,264.8,69.77,562.5,0.4872
A/SouthAustralia/2527213276/2025_H3N2,PENN_0d-post-vax,59,244.8,285.3,168.4,566.2,0.1864
A/SouthAustralia/2527213276/2025_H3N2,PENN_28d-post-vax,59,575.9,529.4,244.3,1010,0.0678
A/SouthAustralia/2527612456/2025_H1N1,All,253,174.5,220.1,79.2,510.4,0.4348
A/SouthAustralia/2527612456/2025_H1N1,CTS,40,410.9,464,174.3,1165,0.15
A/SouthAustralia/2527612456/2025_H1N1,HKU,48,178.1,221.4,95.8,363,0.3958
A/SouthAustralia/2527612456/2025_H1N1,NIID,8,61,73.18,45.27,124.4,0.75
A/SouthAustralia/2527612456/2025_H1N1,PENN,118,171,209.2,79.6,485.8,0.4492
A/SouthAustralia/2527612456/2025_H1N1,SCH,39,70.94,148.6,40.69,434,0.6667
A/SouthAustralia/2527612456/2025_H1N1,PENN_0d-post-vax,59,118.2,153.2,70.26,376.1,0.5763
A/SouthAustralia/2527612456/2025_H1N1,PENN_28d-post-vax,59,228.8,285.7,105.8,541.8,0.322
A/SouthAustralia/2527902708/2025_H3N2,All,247,205.1,256.7,124.5,506.5,0.2915
A/SouthAustralia/2527902708/2025_H3N2,CTS,40,511.1,489.4,201.1,1018,0.025
A/SouthAustralia/2527902708/2025_H3N2,HKU,47,201.4,240,129.9,390.1,0.3404
A/SouthAustralia/2527902708/2025_H3N2,NIID,7,182.9,242.3,112.8,318.5,0.2857
A/SouthAustralia/2527902708/2025_H3N2,PENN,116,189.6,226.6,116.2,436.6,0.3103
A/SouthAustralia/2527902708/2025_H3N2,SCH,37,180.5,207.9,61.28,428.5,0.4595
A/SouthAustralia/2527902708/2025_H3N2,PENN_0d-post-vax,57,165.8,169.7,95.52,275.3,0.3684
A/SouthAustralia/2527902708/2025_H3N2,PENN_28d-post-vax,59,276.8,299.7,139.5,656.6,0.2542
A/Sydney/1359/2024_H3N2,All,253,437.6,469.3,167.3,1139,0.2213
A/Sydney/1359/2024_H3N2,CTS,40,982.8,1047,519.7,2238,0.05
A/Sydney/1359/2024_H3N2,HKU,48,244.4,309.2,131.8,536.5,0.2708
A/Sydney/1359/2024_H3N2,NIID,8,314.1,346.9,101.8,706.4,0.375
A/Sydney/1359/2024_H3N2,PENN,118,444.1,476.3,177.6,1137,0.1695
A/Sydney/1359/2024_H3N2,SCH,39,189.9,350.3,64.93,1144,0.4615
A/Sydney/1359/2024_H3N2,PENN_0d-post-vax,59,302.5,295.4,118.2,643,0.2712
A/Sydney/1359/2024_H3N2,PENN_28d-post-vax,59,767.4,768,300.6,2030,0.0678
A/Sydney/400/2025_H1N1,All,253,316.7,360.5,149.2,760.5,0.2292
A/Sydney/400/2025_H1N1,CTS,40,576.8,734.6,326.7,2216,0.075
A/Sydney/400/2025_H1N1,HKU,48,316.8,405.7,179.3,644.8,0.125
A/Sydney/400/2025_H1N1,NIID,8,127.7,161.3,56.92,335.1,0.5
A/Sydney/400/2025_H1N1,PENN,118,299.5,377.5,158.1,824.2,0.1864
A/Sydney/400/2025_H1N1,SCH,39,80.53,154,44.52,379.8,0.5897
A/Sydney/400/2025_H1N1,PENN_0d-post-vax,59,222.9,305.2,144.7,717.6,0.2373
A/Sydney/400/2025_H1N1,PENN_28d-post-vax,59,337.2,467,182.7,1072,0.1356
A/Tasmania/2521815682/2025_H3N2,All,252,300.4,324.6,141.6,700.7,0.246
A/Tasmania/2521815682/2025_H3N2,CTS,40,479.1,564.6,308,932.6,0.075
A/Tasmania/2521815682/2025_H3N2,HKU,48,195.4,257.5,148.5,501.9,0.2292
A/Tasmania/2521815682/2025_H3N2,NIID,8,201.2,323.3,113.7,751.6,0.375
A/Tasmania/2521815682/2025_H3N2,PENN,118,319,324.5,145,779.3,0.2119
A/Tasmania/2521815682/2025_H3N2,SCH,38,123,243.3,56.66,658.8,0.5263
A/Tasmania/2521815682/2025_H3N2,PENN_0d-post-vax,59,232.9,227.7,102.5,431.4,0.322
A/Tasmania/2521815682/2025_H3N2,PENN_28d-post-vax,59,488,462.5,187.2,1092,0.1017
A/Thailand/8/2022_H3N2,All,250,742.5,737.3,230.8,2827,0.184
A/Thailand/8/2022_H3N2,CTS,40,614.9,774.7,232.7,2847,0.125
A/Thailand/8/2022_H3N2,HKU,48,225.2,253.9,75.16,583,0.375
A/Thailand/8/2022_H3N2,NIID,8,186.2,312.4,96.24,882.6,0.5
A/Thailand/8/2022_H3N2,PENN,115,1283,1286,544.5,3328,0.06957
A/Thailand/8/2022_H3N2,SCH,39,813.3,602.5,87.09,3029,0.2821
A/Thailand/8/2022_H3N2,PENN_0d-post-vax,57,878.9,870.4,377.7,2142,0.1053
A/Thailand/8/2022_H3N2,PENN_28d-post-vax,58,1984,1886,731.2,5926,0.03448
A/Vermont/73/2025_H3N2,All,253,267.9,323.5,140.3,721.3,0.249
A/Vermont/73/2025_H3N2,CTS,40,564.4,601.9,242.9,1719,0.125
A/Vermont/73/2025_H3N2,HKU,48,195.3,256.5,145.1,430.9,0.2292
A/Vermont/73/2025_H3N2,NIID,8,153.2,227,88.33,385.9,0.5
A/Vermont/73/2025_H3N2,PENN,118,281.4,326.4,169.6,710.5,0.1949
A/Vermont/73/2025_H3N2,SCH,39,125.9,238.4,61.86,498.4,0.5128
A/Vermont/73/2025_H3N2,PENN_0d-post-vax,59,214.9,232.4,133.1,414.4,0.3051
A/Vermont/73/2025_H3N2,PENN_28d-post-vax,59,486.9,458.6,214,1098,0.08475
A/Victoria/4897/2022_IVR-238_H1N1,All,253,1766,1510,555.8,4591,0.05929
A/Victoria/4897/2022_IVR-238_H1N1,CTS,40,3094,2186,862.4,4974,0
A/Victoria/4897/2022_IVR-238_H1N1,HKU,48,1071,958.6,311.4,3231,0.125
A/Victoria/4897/2022_IVR-238_H1N1,NIID,8,1446,1490,1095,2261,0
A/Victoria/4897/2022_IVR-238_H1N1,PENN,118,2340,2055,732.9,5228,0
A/Victoria/4897/2022_IVR-238_H1N1,SCH,39,842.4,712.8,170,4200,0.2308
A/Victoria/4897/2022_IVR-238_H1N1,PENN_0d-post-vax,59,1399,1317,511.1,3105,0
A/Victoria/4897/2022_IVR-238_H1N1,PENN_28d-post-vax,59,3505,3207,1638,6750,0
A/Wisconsin/588/2019_H1N1,All,253,574.8,594.2,234.2,1454,0.1383
A/Wisconsin/588/2019_H1N1,CTS,40,779.2,968,410.2,2556,0.05
A/Wisconsin/588/2019_H1N1,HKU,48,515.6,529.5,200.6,1152,0.1042
A/Wisconsin/588/2019_H1N1,NIID,8,424.4,340.6,165.2,725,0.25
A/Wisconsin/588/2019_H1N1,PENN,118,626,737.6,280.6,1730,0.0678
A/Wisconsin/588/2019_H1N1,SCH,39,181.8,242,57.66,721.2,0.4615
A/Wisconsin/588/2019_H1N1,PENN_0d-post-vax,59,451.8,551.3,238.8,1300,0.1017
A/Wisconsin/588/2019_H1N1,PENN_28d-post-vax,59,914.9,987,359.6,2457,0.0339
A/Wisconsin/67/2022_H1N1,All,253,278,349.5,152.8,699.6,0.2095
A/Wisconsin/67/2022_H1N1,CTS,40,516.5,671.6,264.8,1361,0.025
A/Wisconsin/67/2022_H1N1,HKU,48,299.6,383,198.6,511.5,0.0625
A/Wisconsin/67/2022_H1N1,NIID,8,125.1,115.7,70.38,202.4,0.625
A/Wisconsin/67/2022_H1N1,PENN,118,285,339.1,152.1,639.7,0.2034
A/Wisconsin/67/2022_H1N1,SCH,39,128.1,219.7,57.03,660.7,0.5128
A/Wisconsin/67/2022_H1N1,PENN_0d-post-vax,59,215.3,257.7,131.1,491.4,0.3051
A/Wisconsin/67/2022_H1N1,PENN_28d-post-vax,59,363.5,446.4,180.2,1036,0.1017
A/Zacapa/FLU-261/2025_H1N1,All,253,294.4,346.6,153.3,655.8,0.2174
A/Zacapa/FLU-261/2025_H1N1,CTS,40,542.5,662.7,291.5,1508,0.025
A/Zacapa/FLU-261/2025_H1N1,HKU,48,295.6,384.1,191.1,511.7,0.125
A/Zacapa/FLU-261/2025_H1N1,NIID,8,100.4,105.6,76.88,151.8,0.625
A/Zacapa/FLU-261/2025_H1N1,PENN,118,330.9,341,165.2,577.8,0.1949
A/Zacapa/FLU-261/2025_H1N1,SCH,39,123.7,210.7,60.82,550.7,0.5128
A/Zacapa/FLU-261/2025_H1N1,PENN_0d-post-vax,59,200.4,257.6,137.4,462.9,0.2712
A/Zacapa/FLU-261/2025_H1N1,PENN_28d-post-vax,59,423.5,451.3,207.8,862.4,0.1186
