serum,strain,plate_barcode,dilution_factor,frac_infectivity_raw,frac_infectivity_ceiling
seqneut25to26_sera_4018,A/Alagoas/4130/2025_H3N2,plate25-A/Alagoas/4130/2025_H3N2,40,0.004366,0.004366
seqneut25to26_sera_4018,A/Alagoas/4130/2025_H3N2,plate25-A/Alagoas/4130/2025_H3N2,92,0.0753,0.0753
seqneut25to26_sera_4018,A/Alagoas/4130/2025_H3N2,plate25-A/Alagoas/4130/2025_H3N2,212,0.1779,0.1779
seqneut25to26_sera_4018,A/Alagoas/4130/2025_H3N2,plate25-A/Alagoas/4130/2025_H3N2,487,0.7217,0.7217
seqneut25to26_sera_4018,A/Alagoas/4130/2025_H3N2,plate25-A/Alagoas/4130/2025_H3N2,1119,0.7163,0.7163
seqneut25to26_sera_4018,A/Alagoas/4130/2025_H3N2,plate25-A/Alagoas/4130/2025_H3N2,2575,0.9422,0.9422
seqneut25to26_sera_4018,A/Alagoas/4130/2025_H3N2,plate25-A/Alagoas/4130/2025_H3N2,5921,1.115,1
seqneut25to26_sera_4018,A/Alagoas/4130/2025_H3N2,plate25-A/Alagoas/4130/2025_H3N2,1.362e+04,1.14,1
seqneut25to26_sera_4018,A/Anapolis/LEIAL6543/2025_H3N2,plate25-A/Anapolis/LEIAL6543/2025_H3N2,40,0.0008723,0.0008723
seqneut25to26_sera_4018,A/Anapolis/LEIAL6543/2025_H3N2,plate25-A/Anapolis/LEIAL6543/2025_H3N2,92,0.02342,0.02342
seqneut25to26_sera_4018,A/Anapolis/LEIAL6543/2025_H3N2,plate25-A/Anapolis/LEIAL6543/2025_H3N2,212,0.1465,0.1465
seqneut25to26_sera_4018,A/Anapolis/LEIAL6543/2025_H3N2,plate25-A/Anapolis/LEIAL6543/2025_H3N2,487,0.417,0.417
seqneut25to26_sera_4018,A/Anapolis/LEIAL6543/2025_H3N2,plate25-A/Anapolis/LEIAL6543/2025_H3N2,1119,1.059,1
seqneut25to26_sera_4018,A/Anapolis/LEIAL6543/2025_H3N2,plate25-A/Anapolis/LEIAL6543/2025_H3N2,2575,0.8908,0.8908
