serum,strain,plate_barcode,dilution_factor,frac_infectivity_raw,frac_infectivity_ceiling
seqneut25to26_sera_4029,A/Alagoas/4130/2025_H3N2,plate26-A/Alagoas/4130/2025_H3N2,40,0.453,0.453
seqneut25to26_sera_4029,A/Alagoas/4130/2025_H3N2,plate26-A/Alagoas/4130/2025_H3N2,92,0.1515,0.1515
seqneut25to26_sera_4029,A/Alagoas/4130/2025_H3N2,plate26-A/Alagoas/4130/2025_H3N2,212,0.5373,0.5373
seqneut25to26_sera_4029,A/Alagoas/4130/2025_H3N2,plate26-A/Alagoas/4130/2025_H3N2,487,0.5196,0.5196
seqneut25to26_sera_4029,A/Alagoas/4130/2025_H3N2,plate26-A/Alagoas/4130/2025_H3N2,1119,0.8718,0.8718
seqneut25to26_sera_4029,A/Alagoas/4130/2025_H3N2,plate26-A/Alagoas/4130/2025_H3N2,2575,1.257,1
seqneut25to26_sera_4029,A/Alagoas/4130/2025_H3N2,plate26-A/Alagoas/4130/2025_H3N2,5921,0.9833,0.9833
seqneut25to26_sera_4029,A/Alagoas/4130/2025_H3N2,plate26-A/Alagoas/4130/2025_H3N2,1.362e+04,1.223,1
seqneut25to26_sera_4029,A/Anapolis/LEIAL6543/2025_H3N2,plate26-A/Anapolis/LEIAL6543/2025_H3N2,40,0.1654,0.1654
seqneut25to26_sera_4029,A/Anapolis/LEIAL6543/2025_H3N2,plate26-A/Anapolis/LEIAL6543/2025_H3N2,92,0.3392,0.3392
seqneut25to26_sera_4029,A/Anapolis/LEIAL6543/2025_H3N2,plate26-A/Anapolis/LEIAL6543/2025_H3N2,212,0.735,0.735
seqneut25to26_sera_4029,A/Anapolis/LEIAL6543/2025_H3N2,plate26-A/Anapolis/LEIAL6543/2025_H3N2,487,0.914,0.914
seqneut25to26_sera_4029,A/Anapolis/LEIAL6543/2025_H3N2,plate26-A/Anapolis/LEIAL6543/2025_H3N2,1119,0.9841,0.9841
seqneut25to26_sera_4029,A/Anapolis/LEIAL6543/2025_H3N2,plate26-A/Anapolis/LEIAL6543/2025_H3N2,2575,0.8175,0.8175
seqneut25to26_sera_4029,A/Anapolis/LEIAL6543/2025_H3N2,plate26-A/Anapolis/LEIAL6543/2025_H3N2,5921,1.07,1
seqneut25to26_sera_4029,A/Anapolis/LEIAL6543/2025_H3N2,plate26-A/Anapolis/LEIAL6543/2025_H3N2,1.362e+04,0.9953,0.9953
seqneut25to26_sera_4029,A/Andalucia/PMC-00977/2025_H1N1,plate26-A/Andalucia/PMC-00977/2025_H1N1,40,0.04742,0.04742
seqneut25to26_sera_4029,A/Andalucia/PMC-00977/2025_H1N1,plate26-A/Andalucia/PMC-00977/2025_H1N1,92,0.3637,0.3637
seqneut25to26_sera_4029,A/Andalucia/PMC-00977/2025_H1N1,plate26-A/Andalucia/PMC-00977/2025_H1N1,212,0.5013,0.5013
seqneut25to26_sera_4029,A/Andalucia/PMC-00977/2025_H1N1,plate26-A/Andalucia/PMC-00977/2025_H1N1,487,0.6654,0.6654
seqneut25to26_sera_4029,A/Andalucia/PMC-00977/2025_H1N1,plate26-A/Andalucia/PMC-00977/2025_H1N1,1119,0.955,0.955
seqneut25to26_sera_4029,A/Andalucia/PMC-00977/2025_H1N1,plate26-A/Andalucia/PMC-00977/2025_H1N1,2575,1.486,1
seqneut25to26_sera_4029,A/Andalucia/PMC-00977/2025_H1N1,plate26-A/Andalucia/PMC-00977/2025_H1N1,5921,0.8722,0.8722
seqneut25to26_sera_4029,A/Andalucia/PMC-00977/2025_H1N1,plate26-A/Andalucia/PMC-00977/2025_H1N1,1.362e+04,1.145,1
seqneut25to26_sera_4029,A/Aragon/2046/2025_H1N1,plate26-A/Aragon/2046/2025_H1N1,40,0.05491,0.05491
seqneut25to26_sera_4029,A/Aragon/2046/2025_H1N1,plate26-A/Aragon/2046/2025_H1N1,92,0.4825,0.4825
seqneut25to26_sera_4029,A/Aragon/2046/2025_H1N1,plate26-A/Aragon/2046/2025_H1N1,212,0.5727,0.5727
seqneut25to26_sera_4029,A/Aragon/2046/2025_H1N1,plate26-A/Aragon/2046/2025_H1N1,487,1.143,1
seqneut25to26_sera_4029,A/Aragon/2046/2025_H1N1,plate26-A/Aragon/2046/2025_H1N1,1119,1.226,1
seqneut25to26_sera_4029,A/Aragon/2046/2025_H1N1,plate26-A/Aragon/2046/2025_H1N1,2575,1.06,1
seqneut25to26_sera_4029,A/Aragon/2046/2025_H1N1,plate26-A/Aragon/2046/2025_H1N1,5921,1.227,1
seqneut25to26_sera_4029,A/Aragon/2046/2025_H1N1,plate26-A/Aragon/2046/2025_H1N1,1.362e+04,1.023,1
seqneut25to26_sera_4029,A/Arica/59150/2025_H3N2,plate26-A/Arica/59150/2025_H3N2,40,0.1136,0.1136
seqneut25to26_sera_4029,A/Arica/59150/2025_H3N2,plate26-A/Arica/59150/2025_H3N2,92,0.3425,0.3425
seqneut25to26_sera_4029,A/Arica/59150/2025_H3N2,plate26-A/Arica/59150/2025_H3N2,212,0.5644,0.5644
seqneut25to26_sera_4029,A/Arica/59150/2025_H3N2,plate26-A/Arica/59150/2025_H3N2,487,0.5219,0.5219
seqneut25to26_sera_4029,A/Arica/59150/2025_H3N2,plate26-A/Arica/59150/2025_H3N2,1119,0.735,0.735
seqneut25to26_sera_4029,A/Arica/59150/2025_H3N2,plate26-A/Arica/59150/2025_H3N2,2575,1.203,1
seqneut25to26_sera_4029,A/Arica/59150/2025_H3N2,plate26-A/Arica/59150/2025_H3N2,5921,1.187,1
seqneut25to26_sera_4029,A/Arica/59150/2025_H3N2,plate26-A/Arica/59150/2025_H3N2,1.362e+04,1.026,1
seqneut25to26_sera_4029,A/Bahia/3102/2025_H3N2,plate26-A/Bahia/3102/2025_H3N2,40,0.08885,0.08885
