serum,strain,plate_barcode,dilution_factor,frac_infectivity_raw,frac_infectivity_ceiling
seqneut25to26_sera_5008,A/Alagoas/4130/2025_H3N2,plate22-A/Alagoas/4130/2025_H3N2,40,0.01826,0.01826
seqneut25to26_sera_5008,A/Alagoas/4130/2025_H3N2,plate22-A/Alagoas/4130/2025_H3N2,92,0.2825,0.2825
seqneut25to26_sera_5008,A/Alagoas/4130/2025_H3N2,plate22-A/Alagoas/4130/2025_H3N2,212,0.2643,0.2643
seqneut25to26_sera_5008,A/Alagoas/4130/2025_H3N2,plate22-A/Alagoas/4130/2025_H3N2,487,0.4994,0.4994
seqneut25to26_sera_5008,A/Alagoas/4130/2025_H3N2,plate22-A/Alagoas/4130/2025_H3N2,1119,0.888,0.888
seqneut25to26_sera_5008,A/Alagoas/4130/2025_H3N2,plate22-A/Alagoas/4130/2025_H3N2,2575,0.878,0.878
seqneut25to26_sera_5008,A/Alagoas/4130/2025_H3N2,plate22-A/Alagoas/4130/2025_H3N2,5921,0.9526,0.9526
seqneut25to26_sera_5008,A/Alagoas/4130/2025_H3N2,plate22-A/Alagoas/4130/2025_H3N2,1.362e+04,1.109,1
seqneut25to26_sera_5008,A/Anapolis/LEIAL6543/2025_H3N2,plate22-A/Anapolis/LEIAL6543/2025_H3N2,40,0.006026,0.006026
seqneut25to26_sera_5008,A/Anapolis/LEIAL6543/2025_H3N2,plate22-A/Anapolis/LEIAL6543/2025_H3N2,92,0.09524,0.09524
seqneut25to26_sera_5008,A/Anapolis/LEIAL6543/2025_H3N2,plate22-A/Anapolis/LEIAL6543/2025_H3N2,212,0.1325,0.1325
seqneut25to26_sera_5008,A/Anapolis/LEIAL6543/2025_H3N2,plate22-A/Anapolis/LEIAL6543/2025_H3N2,487,0.4015,0.4015
seqneut25to26_sera_5008,A/Anapolis/LEIAL6543/2025_H3N2,plate22-A/Anapolis/LEIAL6543/2025_H3N2,1119,0.6799,0.6799
seqneut25to26_sera_5008,A/Anapolis/LEIAL6543/2025_H3N2,plate22-A/Anapolis/LEIAL6543/2025_H3N2,2575,0.889,0.889
seqneut25to26_sera_5008,A/Anapolis/LEIAL6543/2025_H3N2,plate22-A/Anapolis/LEIAL6543/2025_H3N2,5921,1.011,1
seqneut25to26_sera_5008,A/Anapolis/LEIAL6543/2025_H3N2,plate22-A/Anapolis/LEIAL6543/2025_H3N2,1.362e+04,0.7973,0.7973
seqneut25to26_sera_5008,A/Andalucia/PMC-00977/2025_H1N1,plate22-A/Andalucia/PMC-00977/2025_H1N1,40,0,0
seqneut25to26_sera_5008,A/Andalucia/PMC-00977/2025_H1N1,plate22-A/Andalucia/PMC-00977/2025_H1N1,92,0.004019,0.004019
seqneut25to26_sera_5008,A/Andalucia/PMC-00977/2025_H1N1,plate22-A/Andalucia/PMC-00977/2025_H1N1,212,0.01673,0.01673
seqneut25to26_sera_5008,A/Andalucia/PMC-00977/2025_H1N1,plate22-A/Andalucia/PMC-00977/2025_H1N1,487,0.2055,0.2055
seqneut25to26_sera_5008,A/Andalucia/PMC-00977/2025_H1N1,plate22-A/Andalucia/PMC-00977/2025_H1N1,1119,0.5547,0.5547
seqneut25to26_sera_5008,A/Andalucia/PMC-00977/2025_H1N1,plate22-A/Andalucia/PMC-00977/2025_H1N1,2575,0.9599,0.9599
seqneut25to26_sera_5008,A/Andalucia/PMC-00977/2025_H1N1,plate22-A/Andalucia/PMC-00977/2025_H1N1,5921,0.7694,0.7694
seqneut25to26_sera_5008,A/Andalucia/PMC-00977/2025_H1N1,plate22-A/Andalucia/PMC-00977/2025_H1N1,1.362e+04,0.8825,0.8825
seqneut25to26_sera_5008,A/Aragon/2046/2025_H1N1,plate22-A/Aragon/2046/2025_H1N1,40,0.0002223,0.0002223
seqneut25to26_sera_5008,A/Aragon/2046/2025_H1N1,plate22-A/Aragon/2046/2025_H1N1,92,0.01017,0.01017
seqneut25to26_sera_5008,A/Aragon/2046/2025_H1N1,plate22-A/Aragon/2046/2025_H1N1,212,0.03328,0.03328
seqneut25to26_sera_5008,A/Aragon/2046/2025_H1N1,plate22-A/Aragon/2046/2025_H1N1,487,0.2901,0.2901
seqneut25to26_sera_5008,A/Aragon/2046/2025_H1N1,plate22-A/Aragon/2046/2025_H1N1,1119,0.5829,0.5829
seqneut25to26_sera_5008,A/Aragon/2046/2025_H1N1,plate22-A/Aragon/2046/2025_H1N1,2575,0.791,0.791
seqneut25to26_sera_5008,A/Aragon/2046/2025_H1N1,plate22-A/Aragon/2046/2025_H1N1,5921,0.9753,0.9753
seqneut25to26_sera_5008,A/Aragon/2046/2025_H1N1,plate22-A/Aragon/2046/2025_H1N1,1.362e+04,0.8219,0.8219
seqneut25to26_sera_5008,A/Arica/59150/2025_H3N2,plate22-A/Arica/59150/2025_H3N2,40,0.001008,0.001008
seqneut25to26_sera_5008,A/Arica/59150/2025_H3N2,plate22-A/Arica/59150/2025_H3N2,92,0.1006,0.1006
seqneut25to26_sera_5008,A/Arica/59150/2025_H3N2,plate22-A/Arica/59150/2025_H3N2,212,0.25,0.25
seqneut25to26_sera_5008,A/Arica/59150/2025_H3N2,plate22-A/Arica/59150/2025_H3N2,487,0.3894,0.3894
seqneut25to26_sera_5008,A/Arica/59150/2025_H3N2,plate22-A/Arica/59150/2025_H3N2,1119,0.6328,0.6328
seqneut25to26_sera_5008,A/Arica/59150/2025_H3N2,plate22-A/Arica/59150/2025_H3N2,2575,0.7723,0.7723
seqneut25to26_sera_5008,A/Arica/59150/2025_H3N2,plate22-A/Arica/59150/2025_H3N2,5921,0.923,0.923
seqneut25to26_sera_5008,A/Arica/59150/2025_H3N2,plate22-A/Arica/59150/2025_H3N2,1.362e+04,1.071,1
seqneut25to26_sera_5008,A/Bahia/3102/2025_H3N2,plate22-A/Bahia/3102/2025_H3N2,40,0.001247,0.001247
seqneut25to26_sera_5008,A/Bahia/3102/2025_H3N2,plate22-A/Bahia/3102/2025_H3N2,92,0.1111,0.1111
seqneut25to26_sera_5008,A/Bahia/3102/2025_H3N2,plate22-A/Bahia/3102/2025_H3N2,212,0.1268,0.1268
seqneut25to26_sera_5008,A/Bahia/3102/2025_H3N2,plate22-A/Bahia/3102/2025_H3N2,487,0.3193,0.3193
seqneut25to26_sera_5008,A/Bahia/3102/2025_H3N2,plate22-A/Bahia/3102/2025_H3N2,1119,0.5983,0.5983
seqneut25to26_sera_5008,A/Bahia/3102/2025_H3N2,plate22-A/Bahia/3102/2025_H3N2,2575,0.7091,0.7091
seqneut25to26_sera_5008,A/Bahia/3102/2025_H3N2,plate22-A/Bahia/3102/2025_H3N2,5921,0.7742,0.7742
seqneut25to26_sera_5008,A/Bahia/3102/2025_H3N2,plate22-A/Bahia/3102/2025_H3N2,1.362e+04,0.9491,0.9491
seqneut25to26_sera_5008,A/Bangkok/1803/2025_H1N1,plate22-A/Bangkok/1803/2025_H1N1,40,0.007007,0.007007
seqneut25to26_sera_5008,A/Bangkok/1803/2025_H1N1,plate22-A/Bangkok/1803/2025_H1N1,92,0.06955,0.06955
seqneut25to26_sera_5008,A/Bangkok/1803/2025_H1N1,plate22-A/Bangkok/1803/2025_H1N1,212,0.2043,0.2043
seqneut25to26_sera_5008,A/Bangkok/1803/2025_H1N1,plate22-A/Bangkok/1803/2025_H1N1,487,0.5909,0.5909
seqneut25to26_sera_5008,A/Bangkok/1803/2025_H1N1,plate22-A/Bangkok/1803/2025_H1N1,1119,0.9635,0.9635
seqneut25to26_sera_5008,A/Bangkok/1803/2025_H1N1,plate22-A/Bangkok/1803/2025_H1N1,2575,0.9969,0.9969
seqneut25to26_sera_5008,A/Bangkok/1803/2025_H1N1,plate22-A/Bangkok/1803/2025_H1N1,5921,0.9162,0.9162
seqneut25to26_sera_5008,A/Bangkok/1803/2025_H1N1,plate22-A/Bangkok/1803/2025_H1N1,1.362e+04,1.151,1
seqneut25to26_sera_5008,A/Bangkok/P2229/2025_H1N1,plate22-A/Bangkok/P2229/2025_H1N1,40,0.002236,0.002236
seqneut25to26_sera_5008,A/Bangkok/P2229/2025_H1N1,plate22-A/Bangkok/P2229/2025_H1N1,92,0.0077,0.0077
seqneut25to26_sera_5008,A/Bangkok/P2229/2025_H1N1,plate22-A/Bangkok/P2229/2025_H1N1,212,0.01969,0.01969
seqneut25to26_sera_5008,A/Bangkok/P2229/2025_H1N1,plate22-A/Bangkok/P2229/2025_H1N1,487,0.1731,0.1731
seqneut25to26_sera_5008,A/Bangkok/P2229/2025_H1N1,plate22-A/Bangkok/P2229/2025_H1N1,1119,0.6798,0.6798
seqneut25to26_sera_5008,A/Bangkok/P2229/2025_H1N1,plate22-A/Bangkok/P2229/2025_H1N1,2575,0.6864,0.6864
seqneut25to26_sera_5008,A/Bangkok/P2229/2025_H1N1,plate22-A/Bangkok/P2229/2025_H1N1,5921,0.7118,0.7118
seqneut25to26_sera_5008,A/Bangkok/P2229/2025_H1N1,plate22-A/Bangkok/P2229/2025_H1N1,1.362e+04,0.7921,0.7921
seqneut25to26_sera_5008,A/Bangkok/P2323/2025_H3N2,plate22-A/Bangkok/P2323/2025_H3N2,40,0.05398,0.05398
seqneut25to26_sera_5008,A/Bangkok/P2323/2025_H3N2,plate22-A/Bangkok/P2323/2025_H3N2,92,0.1828,0.1828
seqneut25to26_sera_5008,A/Bangkok/P2323/2025_H3N2,plate22-A/Bangkok/P2323/2025_H3N2,212,0.3525,0.3525
seqneut25to26_sera_5008,A/Bangkok/P2323/2025_H3N2,plate22-A/Bangkok/P2323/2025_H3N2,487,0.5825,0.5825
seqneut25to26_sera_5008,A/Bangkok/P2323/2025_H3N2,plate22-A/Bangkok/P2323/2025_H3N2,1119,0.6556,0.6556
seqneut25to26_sera_5008,A/Bangkok/P2323/2025_H3N2,plate22-A/Bangkok/P2323/2025_H3N2,2575,0.769,0.769
seqneut25to26_sera_5008,A/Bangkok/P2323/2025_H3N2,plate22-A/Bangkok/P2323/2025_H3N2,5921,0.9131,0.9131
seqneut25to26_sera_5008,A/Bangkok/P2323/2025_H3N2,plate22-A/Bangkok/P2323/2025_H3N2,1.362e+04,0.8639,0.8639
seqneut25to26_sera_5008,A/Bangkok/P2390/2025_H3N2,plate22-A/Bangkok/P2390/2025_H3N2,40,0.1244,0.1244
seqneut25to26_sera_5008,A/Bangkok/P2390/2025_H3N2,plate22-A/Bangkok/P2390/2025_H3N2,92,0.2412,0.2412
seqneut25to26_sera_5008,A/Bangkok/P2390/2025_H3N2,plate22-A/Bangkok/P2390/2025_H3N2,212,0.5431,0.5431
seqneut25to26_sera_5008,A/Bangkok/P2390/2025_H3N2,plate22-A/Bangkok/P2390/2025_H3N2,487,0.4349,0.4349
seqneut25to26_sera_5008,A/Bangkok/P2390/2025_H3N2,plate22-A/Bangkok/P2390/2025_H3N2,1119,0.7107,0.7107
seqneut25to26_sera_5008,A/Bangkok/P2390/2025_H3N2,plate22-A/Bangkok/P2390/2025_H3N2,2575,0.9382,0.9382
seqneut25to26_sera_5008,A/Bangkok/P2390/2025_H3N2,plate22-A/Bangkok/P2390/2025_H3N2,5921,0.8606,0.8606
seqneut25to26_sera_5008,A/Bangkok/P2390/2025_H3N2,plate22-A/Bangkok/P2390/2025_H3N2,1.362e+04,1.044,1
seqneut25to26_sera_5008,A/Bangkok/P2391/2025_H3N2,plate22-A/Bangkok/P2391/2025_H3N2,40,0.02819,0.02819
seqneut25to26_sera_5008,A/Bangkok/P2391/2025_H3N2,plate22-A/Bangkok/P2391/2025_H3N2,92,0.3283,0.3283
seqneut25to26_sera_5008,A/Bangkok/P2391/2025_H3N2,plate22-A/Bangkok/P2391/2025_H3N2,212,0.4683,0.4683
seqneut25to26_sera_5008,A/Bangkok/P2391/2025_H3N2,plate22-A/Bangkok/P2391/2025_H3N2,487,0.4713,0.4713
seqneut25to26_sera_5008,A/Bangkok/P2391/2025_H3N2,plate22-A/Bangkok/P2391/2025_H3N2,1119,1.38,1
seqneut25to26_sera_5008,A/Bangkok/P2391/2025_H3N2,plate22-A/Bangkok/P2391/2025_H3N2,2575,1.775,1
seqneut25to26_sera_5008,A/Bangkok/P2391/2025_H3N2,plate22-A/Bangkok/P2391/2025_H3N2,5921,1.307,1
seqneut25to26_sera_5008,A/Bangkok/P2391/2025_H3N2,plate22-A/Bangkok/P2391/2025_H3N2,1.362e+04,1.507,1
seqneut25to26_sera_5008,A/Bangkok/P2572/2025_H3N2,plate22-A/Bangkok/P2572/2025_H3N2,40,0.08979,0.08979
seqneut25to26_sera_5008,A/Bangkok/P2572/2025_H3N2,plate22-A/Bangkok/P2572/2025_H3N2,92,0.3478,0.3478
seqneut25to26_sera_5008,A/Bangkok/P2572/2025_H3N2,plate22-A/Bangkok/P2572/2025_H3N2,212,0.584,0.584
seqneut25to26_sera_5008,A/Bangkok/P2572/2025_H3N2,plate22-A/Bangkok/P2572/2025_H3N2,487,0.5536,0.5536
seqneut25to26_sera_5008,A/Bangkok/P2572/2025_H3N2,plate22-A/Bangkok/P2572/2025_H3N2,1119,0.8697,0.8697
seqneut25to26_sera_5008,A/Bangkok/P2572/2025_H3N2,plate22-A/Bangkok/P2572/2025_H3N2,2575,0.9382,0.9382
seqneut25to26_sera_5008,A/Bangkok/P2572/2025_H3N2,plate22-A/Bangkok/P2572/2025_H3N2,5921,0.8661,0.8661
seqneut25to26_sera_5008,A/Bangkok/P2572/2025_H3N2,plate22-A/Bangkok/P2572/2025_H3N2,1.362e+04,0.9384,0.9384
seqneut25to26_sera_5008,A/Bangkok/P2921/2025_H3N2,plate22-A/Bangkok/P2921/2025_H3N2,40,0.006939,0.006939
