serum,strain,plate_barcode,dilution_factor,frac_infectivity_raw,frac_infectivity_ceiling
seqneut25to26_sera_5019,A/Alagoas/4130/2025_H3N2,plate23-A/Alagoas/4130/2025_H3N2,40,0.0003592,0.0003592
seqneut25to26_sera_5019,A/Alagoas/4130/2025_H3N2,plate23-A/Alagoas/4130/2025_H3N2,92,0.01663,0.01663
seqneut25to26_sera_5019,A/Alagoas/4130/2025_H3N2,plate23-A/Alagoas/4130/2025_H3N2,212,0.0894,0.0894
seqneut25to26_sera_5019,A/Alagoas/4130/2025_H3N2,plate23-A/Alagoas/4130/2025_H3N2,487,0.3666,0.3666
seqneut25to26_sera_5019,A/Alagoas/4130/2025_H3N2,plate23-A/Alagoas/4130/2025_H3N2,1119,0.4323,0.4323
seqneut25to26_sera_5019,A/Alagoas/4130/2025_H3N2,plate23-A/Alagoas/4130/2025_H3N2,2575,0.7429,0.7429
seqneut25to26_sera_5019,A/Alagoas/4130/2025_H3N2,plate23-A/Alagoas/4130/2025_H3N2,5921,0.8593,0.8593
seqneut25to26_sera_5019,A/Alagoas/4130/2025_H3N2,plate23-A/Alagoas/4130/2025_H3N2,1.362e+04,0.8379,0.8379
seqneut25to26_sera_5019,A/Anapolis/LEIAL6543/2025_H3N2,plate23-A/Anapolis/LEIAL6543/2025_H3N2,40,0.03095,0.03095
seqneut25to26_sera_5019,A/Anapolis/LEIAL6543/2025_H3N2,plate23-A/Anapolis/LEIAL6543/2025_H3N2,92,0.1496,0.1496
seqneut25to26_sera_5019,A/Anapolis/LEIAL6543/2025_H3N2,plate23-A/Anapolis/LEIAL6543/2025_H3N2,212,0.2238,0.2238
seqneut25to26_sera_5019,A/Anapolis/LEIAL6543/2025_H3N2,plate23-A/Anapolis/LEIAL6543/2025_H3N2,487,0.5619,0.5619
seqneut25to26_sera_5019,A/Anapolis/LEIAL6543/2025_H3N2,plate23-A/Anapolis/LEIAL6543/2025_H3N2,1119,0.6144,0.6144
seqneut25to26_sera_5019,A/Anapolis/LEIAL6543/2025_H3N2,plate23-A/Anapolis/LEIAL6543/2025_H3N2,2575,0.7439,0.7439
seqneut25to26_sera_5019,A/Anapolis/LEIAL6543/2025_H3N2,plate23-A/Anapolis/LEIAL6543/2025_H3N2,5921,0.7076,0.7076
seqneut25to26_sera_5019,A/Anapolis/LEIAL6543/2025_H3N2,plate23-A/Anapolis/LEIAL6543/2025_H3N2,1.362e+04,1.106,1
seqneut25to26_sera_5019,A/Andalucia/PMC-00977/2025_H1N1,plate23-A/Andalucia/PMC-00977/2025_H1N1,40,0.0004252,0.0004252
seqneut25to26_sera_5019,A/Andalucia/PMC-00977/2025_H1N1,plate23-A/Andalucia/PMC-00977/2025_H1N1,92,0,0
seqneut25to26_sera_5019,A/Andalucia/PMC-00977/2025_H1N1,plate23-A/Andalucia/PMC-00977/2025_H1N1,212,0,0
seqneut25to26_sera_5019,A/Andalucia/PMC-00977/2025_H1N1,plate23-A/Andalucia/PMC-00977/2025_H1N1,487,0.0003696,0.0003696
seqneut25to26_sera_5019,A/Andalucia/PMC-00977/2025_H1N1,plate23-A/Andalucia/PMC-00977/2025_H1N1,1119,0.0003064,0.0003064
seqneut25to26_sera_5019,A/Andalucia/PMC-00977/2025_H1N1,plate23-A/Andalucia/PMC-00977/2025_H1N1,2575,0.01737,0.01737
seqneut25to26_sera_5019,A/Andalucia/PMC-00977/2025_H1N1,plate23-A/Andalucia/PMC-00977/2025_H1N1,5921,0.2886,0.2886
seqneut25to26_sera_5019,A/Andalucia/PMC-00977/2025_H1N1,plate23-A/Andalucia/PMC-00977/2025_H1N1,1.362e+04,0.8598,0.8598
