serum,strain,plate_barcode,dilution_factor,frac_infectivity_raw,frac_infectivity_ceiling
seqneut25to26_sera_0038,A/Alagoas/4130/2025_H3N2,plate14-A/Alagoas/4130/2025_H3N2,40,0.2538,0.2538
seqneut25to26_sera_0038,A/Alagoas/4130/2025_H3N2,plate14-A/Alagoas/4130/2025_H3N2,92,0.3043,0.3043
seqneut25to26_sera_0038,A/Alagoas/4130/2025_H3N2,plate14-A/Alagoas/4130/2025_H3N2,212,0.3846,0.3846
seqneut25to26_sera_0038,A/Alagoas/4130/2025_H3N2,plate14-A/Alagoas/4130/2025_H3N2,487,0.6634,0.6634
seqneut25to26_sera_0038,A/Alagoas/4130/2025_H3N2,plate14-A/Alagoas/4130/2025_H3N2,1119,0.7145,0.7145
seqneut25to26_sera_0038,A/Alagoas/4130/2025_H3N2,plate14-A/Alagoas/4130/2025_H3N2,2575,0.7266,0.7266
seqneut25to26_sera_0038,A/Alagoas/4130/2025_H3N2,plate14-A/Alagoas/4130/2025_H3N2,5921,0.8116,0.8116
seqneut25to26_sera_0038,A/Alagoas/4130/2025_H3N2,plate14-A/Alagoas/4130/2025_H3N2,1.362e+04,0.8118,0.8118
seqneut25to26_sera_0038,A/Anapolis/LEIAL6543/2025_H3N2,plate14-A/Anapolis/LEIAL6543/2025_H3N2,40,0.4203,0.4203
seqneut25to26_sera_0038,A/Anapolis/LEIAL6543/2025_H3N2,plate14-A/Anapolis/LEIAL6543/2025_H3N2,92,0.4938,0.4938
seqneut25to26_sera_0038,A/Anapolis/LEIAL6543/2025_H3N2,plate14-A/Anapolis/LEIAL6543/2025_H3N2,212,0.5189,0.5189
seqneut25to26_sera_0038,A/Anapolis/LEIAL6543/2025_H3N2,plate14-A/Anapolis/LEIAL6543/2025_H3N2,487,0.9029,0.9029
seqneut25to26_sera_0038,A/Anapolis/LEIAL6543/2025_H3N2,plate14-A/Anapolis/LEIAL6543/2025_H3N2,1119,0.8196,0.8196
seqneut25to26_sera_0038,A/Anapolis/LEIAL6543/2025_H3N2,plate14-A/Anapolis/LEIAL6543/2025_H3N2,2575,0.8825,0.8825
seqneut25to26_sera_0038,A/Anapolis/LEIAL6543/2025_H3N2,plate14-A/Anapolis/LEIAL6543/2025_H3N2,5921,1.023,1
seqneut25to26_sera_0038,A/Anapolis/LEIAL6543/2025_H3N2,plate14-A/Anapolis/LEIAL6543/2025_H3N2,1.362e+04,0.9847,0.9847
seqneut25to26_sera_0038,A/Andalucia/PMC-00977/2025_H1N1,plate14-A/Andalucia/PMC-00977/2025_H1N1,40,0.4343,0.4343
seqneut25to26_sera_0038,A/Andalucia/PMC-00977/2025_H1N1,plate14-A/Andalucia/PMC-00977/2025_H1N1,92,0.7524,0.7524
seqneut25to26_sera_0038,A/Andalucia/PMC-00977/2025_H1N1,plate14-A/Andalucia/PMC-00977/2025_H1N1,212,0.8498,0.8498
seqneut25to26_sera_0038,A/Andalucia/PMC-00977/2025_H1N1,plate14-A/Andalucia/PMC-00977/2025_H1N1,487,1.126,1
seqneut25to26_sera_0038,A/Andalucia/PMC-00977/2025_H1N1,plate14-A/Andalucia/PMC-00977/2025_H1N1,1119,0.9829,0.9829
seqneut25to26_sera_0038,A/Andalucia/PMC-00977/2025_H1N1,plate14-A/Andalucia/PMC-00977/2025_H1N1,2575,0.9424,0.9424
seqneut25to26_sera_0038,A/Andalucia/PMC-00977/2025_H1N1,plate14-A/Andalucia/PMC-00977/2025_H1N1,5921,0.9496,0.9496
seqneut25to26_sera_0038,A/Andalucia/PMC-00977/2025_H1N1,plate14-A/Andalucia/PMC-00977/2025_H1N1,1.362e+04,0.9161,0.9161
seqneut25to26_sera_0038,A/Aragon/2046/2025_H1N1,plate14-A/Aragon/2046/2025_H1N1,40,0.3435,0.3435
seqneut25to26_sera_0038,A/Aragon/2046/2025_H1N1,plate14-A/Aragon/2046/2025_H1N1,92,0.6771,0.6771
seqneut25to26_sera_0038,A/Aragon/2046/2025_H1N1,plate14-A/Aragon/2046/2025_H1N1,212,0.7549,0.7549
seqneut25to26_sera_0038,A/Aragon/2046/2025_H1N1,plate14-A/Aragon/2046/2025_H1N1,487,1.198,1
seqneut25to26_sera_0038,A/Aragon/2046/2025_H1N1,plate14-A/Aragon/2046/2025_H1N1,1119,0.9794,0.9794
seqneut25to26_sera_0038,A/Aragon/2046/2025_H1N1,plate14-A/Aragon/2046/2025_H1N1,2575,0.879,0.879
seqneut25to26_sera_0038,A/Aragon/2046/2025_H1N1,plate14-A/Aragon/2046/2025_H1N1,5921,0.9545,0.9545
seqneut25to26_sera_0038,A/Aragon/2046/2025_H1N1,plate14-A/Aragon/2046/2025_H1N1,1.362e+04,0.8966,0.8966
seqneut25to26_sera_0038,A/Arica/59150/2025_H3N2,plate14-A/Arica/59150/2025_H3N2,40,0.2743,0.2743
seqneut25to26_sera_0038,A/Arica/59150/2025_H3N2,plate14-A/Arica/59150/2025_H3N2,92,0.3052,0.3052
seqneut25to26_sera_0038,A/Arica/59150/2025_H3N2,plate14-A/Arica/59150/2025_H3N2,212,0.6033,0.6033
seqneut25to26_sera_0038,A/Arica/59150/2025_H3N2,plate14-A/Arica/59150/2025_H3N2,487,0.9505,0.9505
seqneut25to26_sera_0038,A/Arica/59150/2025_H3N2,plate14-A/Arica/59150/2025_H3N2,1119,0.6965,0.6965
seqneut25to26_sera_0038,A/Arica/59150/2025_H3N2,plate14-A/Arica/59150/2025_H3N2,2575,0.9636,0.9636
seqneut25to26_sera_0038,A/Arica/59150/2025_H3N2,plate14-A/Arica/59150/2025_H3N2,5921,0.7614,0.7614
seqneut25to26_sera_0038,A/Arica/59150/2025_H3N2,plate14-A/Arica/59150/2025_H3N2,1.362e+04,1.165,1
seqneut25to26_sera_0038,A/Bahia/3102/2025_H3N2,plate14-A/Bahia/3102/2025_H3N2,40,0.153,0.153
