serum,strain,plate_barcode,dilution_factor,frac_infectivity_raw,frac_infectivity_ceiling
seqneut25to26_sera_4040,A/Alagoas/4130/2025_H3N2,plate27-A/Alagoas/4130/2025_H3N2,40,0.008656,0.008656
seqneut25to26_sera_4040,A/Alagoas/4130/2025_H3N2,plate27-A/Alagoas/4130/2025_H3N2,92,0.06975,0.06975
seqneut25to26_sera_4040,A/Alagoas/4130/2025_H3N2,plate27-A/Alagoas/4130/2025_H3N2,212,0.325,0.325
seqneut25to26_sera_4040,A/Alagoas/4130/2025_H3N2,plate27-A/Alagoas/4130/2025_H3N2,487,0.5306,0.5306
seqneut25to26_sera_4040,A/Alagoas/4130/2025_H3N2,plate27-A/Alagoas/4130/2025_H3N2,1119,0.7263,0.7263
seqneut25to26_sera_4040,A/Alagoas/4130/2025_H3N2,plate27-A/Alagoas/4130/2025_H3N2,2575,0.9285,0.9285
seqneut25to26_sera_4040,A/Alagoas/4130/2025_H3N2,plate27-A/Alagoas/4130/2025_H3N2,5921,0.8096,0.8096
seqneut25to26_sera_4040,A/Alagoas/4130/2025_H3N2,plate27-A/Alagoas/4130/2025_H3N2,1.362e+04,1.122,1
seqneut25to26_sera_4040,A/Anapolis/LEIAL6543/2025_H3N2,plate27-A/Anapolis/LEIAL6543/2025_H3N2,40,0.008462,0.008462
seqneut25to26_sera_4040,A/Anapolis/LEIAL6543/2025_H3N2,plate27-A/Anapolis/LEIAL6543/2025_H3N2,92,0.04922,0.04922
seqneut25to26_sera_4040,A/Anapolis/LEIAL6543/2025_H3N2,plate27-A/Anapolis/LEIAL6543/2025_H3N2,212,0.2155,0.2155
seqneut25to26_sera_4040,A/Anapolis/LEIAL6543/2025_H3N2,plate27-A/Anapolis/LEIAL6543/2025_H3N2,487,0.4459,0.4459
seqneut25to26_sera_4040,A/Anapolis/LEIAL6543/2025_H3N2,plate27-A/Anapolis/LEIAL6543/2025_H3N2,1119,0.8029,0.8029
seqneut25to26_sera_4040,A/Anapolis/LEIAL6543/2025_H3N2,plate27-A/Anapolis/LEIAL6543/2025_H3N2,2575,0.7598,0.7598
seqneut25to26_sera_4040,A/Anapolis/LEIAL6543/2025_H3N2,plate27-A/Anapolis/LEIAL6543/2025_H3N2,5921,0.696,0.696
seqneut25to26_sera_4040,A/Anapolis/LEIAL6543/2025_H3N2,plate27-A/Anapolis/LEIAL6543/2025_H3N2,1.362e+04,1.593,1
seqneut25to26_sera_4040,A/Andalucia/PMC-00977/2025_H1N1,plate27-A/Andalucia/PMC-00977/2025_H1N1,40,0.07271,0.07271
seqneut25to26_sera_4040,A/Andalucia/PMC-00977/2025_H1N1,plate27-A/Andalucia/PMC-00977/2025_H1N1,92,0.5231,0.5231
seqneut25to26_sera_4040,A/Andalucia/PMC-00977/2025_H1N1,plate27-A/Andalucia/PMC-00977/2025_H1N1,212,0.6468,0.6468
seqneut25to26_sera_4040,A/Andalucia/PMC-00977/2025_H1N1,plate27-A/Andalucia/PMC-00977/2025_H1N1,487,0.7374,0.7374
seqneut25to26_sera_4040,A/Andalucia/PMC-00977/2025_H1N1,plate27-A/Andalucia/PMC-00977/2025_H1N1,1119,0.8227,0.8227
seqneut25to26_sera_4040,A/Andalucia/PMC-00977/2025_H1N1,plate27-A/Andalucia/PMC-00977/2025_H1N1,2575,1.196,1
seqneut25to26_sera_4040,A/Andalucia/PMC-00977/2025_H1N1,plate27-A/Andalucia/PMC-00977/2025_H1N1,5921,1.013,1
seqneut25to26_sera_4040,A/Andalucia/PMC-00977/2025_H1N1,plate27-A/Andalucia/PMC-00977/2025_H1N1,1.362e+04,1.167,1
seqneut25to26_sera_4040,A/Aragon/2046/2025_H1N1,plate27-A/Aragon/2046/2025_H1N1,40,0.07527,0.07527
