serum,strain,plate_barcode,dilution_factor,frac_infectivity_raw,frac_infectivity_ceiling
seqneut25to26_sera_0033,A/Alagoas/4130/2025_H3N2,plate9-A/Alagoas/4130/2025_H3N2,40,1.96e-05,1.96e-05
seqneut25to26_sera_0033,A/Alagoas/4130/2025_H3N2,plate9-A/Alagoas/4130/2025_H3N2,92,0.002392,0.002392
seqneut25to26_sera_0033,A/Alagoas/4130/2025_H3N2,plate9-A/Alagoas/4130/2025_H3N2,212,0.1167,0.1167
seqneut25to26_sera_0033,A/Alagoas/4130/2025_H3N2,plate9-A/Alagoas/4130/2025_H3N2,487,0.2647,0.2647
seqneut25to26_sera_0033,A/Alagoas/4130/2025_H3N2,plate9-A/Alagoas/4130/2025_H3N2,1119,0.6606,0.6606
seqneut25to26_sera_0033,A/Alagoas/4130/2025_H3N2,plate9-A/Alagoas/4130/2025_H3N2,2575,0.7579,0.7579
seqneut25to26_sera_0033,A/Alagoas/4130/2025_H3N2,plate9-A/Alagoas/4130/2025_H3N2,5921,0.8838,0.8838
seqneut25to26_sera_0033,A/Alagoas/4130/2025_H3N2,plate9-A/Alagoas/4130/2025_H3N2,1.362e+04,0.8783,0.8783
seqneut25to26_sera_0033,A/Anapolis/LEIAL6543/2025_H3N2,plate9-A/Anapolis/LEIAL6543/2025_H3N2,40,0.0003681,0.0003681
seqneut25to26_sera_0033,A/Anapolis/LEIAL6543/2025_H3N2,plate9-A/Anapolis/LEIAL6543/2025_H3N2,92,0.0567,0.0567
seqneut25to26_sera_0033,A/Anapolis/LEIAL6543/2025_H3N2,plate9-A/Anapolis/LEIAL6543/2025_H3N2,212,0.2851,0.2851
seqneut25to26_sera_0033,A/Anapolis/LEIAL6543/2025_H3N2,plate9-A/Anapolis/LEIAL6543/2025_H3N2,487,0.4774,0.4774
seqneut25to26_sera_0033,A/Anapolis/LEIAL6543/2025_H3N2,plate9-A/Anapolis/LEIAL6543/2025_H3N2,1119,0.6696,0.6696
seqneut25to26_sera_0033,A/Anapolis/LEIAL6543/2025_H3N2,plate9-A/Anapolis/LEIAL6543/2025_H3N2,2575,0.9671,0.9671
seqneut25to26_sera_0033,A/Anapolis/LEIAL6543/2025_H3N2,plate9-A/Anapolis/LEIAL6543/2025_H3N2,5921,0.8541,0.8541
seqneut25to26_sera_0033,A/Anapolis/LEIAL6543/2025_H3N2,plate9-A/Anapolis/LEIAL6543/2025_H3N2,1.362e+04,1.182,1
seqneut25to26_sera_0033,A/Andalucia/PMC-00977/2025_H1N1,plate9-A/Andalucia/PMC-00977/2025_H1N1,40,0.3808,0.3808
seqneut25to26_sera_0033,A/Andalucia/PMC-00977/2025_H1N1,plate9-A/Andalucia/PMC-00977/2025_H1N1,92,0.7537,0.7537
seqneut25to26_sera_0033,A/Andalucia/PMC-00977/2025_H1N1,plate9-A/Andalucia/PMC-00977/2025_H1N1,212,0.9657,0.9657
seqneut25to26_sera_0033,A/Andalucia/PMC-00977/2025_H1N1,plate9-A/Andalucia/PMC-00977/2025_H1N1,487,0.9321,0.9321
seqneut25to26_sera_0033,A/Andalucia/PMC-00977/2025_H1N1,plate9-A/Andalucia/PMC-00977/2025_H1N1,1119,0.9637,0.9637
seqneut25to26_sera_0033,A/Andalucia/PMC-00977/2025_H1N1,plate9-A/Andalucia/PMC-00977/2025_H1N1,2575,0.9088,0.9088
seqneut25to26_sera_0033,A/Andalucia/PMC-00977/2025_H1N1,plate9-A/Andalucia/PMC-00977/2025_H1N1,5921,1.05,1
seqneut25to26_sera_0033,A/Andalucia/PMC-00977/2025_H1N1,plate9-A/Andalucia/PMC-00977/2025_H1N1,1.362e+04,0.9496,0.9496
seqneut25to26_sera_0033,A/Aragon/2046/2025_H1N1,plate9-A/Aragon/2046/2025_H1N1,40,0.4122,0.4122
seqneut25to26_sera_0033,A/Aragon/2046/2025_H1N1,plate9-A/Aragon/2046/2025_H1N1,92,0.747,0.747
seqneut25to26_sera_0033,A/Aragon/2046/2025_H1N1,plate9-A/Aragon/2046/2025_H1N1,212,0.9514,0.9514
seqneut25to26_sera_0033,A/Aragon/2046/2025_H1N1,plate9-A/Aragon/2046/2025_H1N1,487,1.044,1
seqneut25to26_sera_0033,A/Aragon/2046/2025_H1N1,plate9-A/Aragon/2046/2025_H1N1,1119,1.002,1
seqneut25to26_sera_0033,A/Aragon/2046/2025_H1N1,plate9-A/Aragon/2046/2025_H1N1,2575,0.9814,0.9814
seqneut25to26_sera_0033,A/Aragon/2046/2025_H1N1,plate9-A/Aragon/2046/2025_H1N1,5921,0.9549,0.9549
seqneut25to26_sera_0033,A/Aragon/2046/2025_H1N1,plate9-A/Aragon/2046/2025_H1N1,1.362e+04,0.8212,0.8212
seqneut25to26_sera_0033,A/Arica/59150/2025_H3N2,plate9-A/Arica/59150/2025_H3N2,40,0.0003111,0.0003111
seqneut25to26_sera_0033,A/Arica/59150/2025_H3N2,plate9-A/Arica/59150/2025_H3N2,92,0.02109,0.02109
seqneut25to26_sera_0033,A/Arica/59150/2025_H3N2,plate9-A/Arica/59150/2025_H3N2,212,0.1638,0.1638
seqneut25to26_sera_0033,A/Arica/59150/2025_H3N2,plate9-A/Arica/59150/2025_H3N2,487,0.4881,0.4881
seqneut25to26_sera_0033,A/Arica/59150/2025_H3N2,plate9-A/Arica/59150/2025_H3N2,1119,0.6184,0.6184
seqneut25to26_sera_0033,A/Arica/59150/2025_H3N2,plate9-A/Arica/59150/2025_H3N2,2575,0.6711,0.6711
seqneut25to26_sera_0033,A/Arica/59150/2025_H3N2,plate9-A/Arica/59150/2025_H3N2,5921,0.9931,0.9931
seqneut25to26_sera_0033,A/Arica/59150/2025_H3N2,plate9-A/Arica/59150/2025_H3N2,1.362e+04,0.8154,0.8154
seqneut25to26_sera_0033,A/Bahia/3102/2025_H3N2,plate9-A/Bahia/3102/2025_H3N2,40,0.001589,0.001589
seqneut25to26_sera_0033,A/Bahia/3102/2025_H3N2,plate9-A/Bahia/3102/2025_H3N2,92,0.01223,0.01223
seqneut25to26_sera_0033,A/Bahia/3102/2025_H3N2,plate9-A/Bahia/3102/2025_H3N2,212,0.1906,0.1906
seqneut25to26_sera_0033,A/Bahia/3102/2025_H3N2,plate9-A/Bahia/3102/2025_H3N2,487,0.3532,0.3532
seqneut25to26_sera_0033,A/Bahia/3102/2025_H3N2,plate9-A/Bahia/3102/2025_H3N2,1119,0.6501,0.6501
seqneut25to26_sera_0033,A/Bahia/3102/2025_H3N2,plate9-A/Bahia/3102/2025_H3N2,2575,0.8982,0.8982
seqneut25to26_sera_0033,A/Bahia/3102/2025_H3N2,plate9-A/Bahia/3102/2025_H3N2,5921,0.7492,0.7492
seqneut25to26_sera_0033,A/Bahia/3102/2025_H3N2,plate9-A/Bahia/3102/2025_H3N2,1.362e+04,0.8793,0.8793
seqneut25to26_sera_0033,A/Bangkok/1803/2025_H1N1,plate9-A/Bangkok/1803/2025_H1N1,40,0.2548,0.2548
seqneut25to26_sera_0033,A/Bangkok/1803/2025_H1N1,plate9-A/Bangkok/1803/2025_H1N1,92,0.6026,0.6026
seqneut25to26_sera_0033,A/Bangkok/1803/2025_H1N1,plate9-A/Bangkok/1803/2025_H1N1,212,0.8456,0.8456
seqneut25to26_sera_0033,A/Bangkok/1803/2025_H1N1,plate9-A/Bangkok/1803/2025_H1N1,487,0.9854,0.9854
seqneut25to26_sera_0033,A/Bangkok/1803/2025_H1N1,plate9-A/Bangkok/1803/2025_H1N1,1119,0.9505,0.9505
seqneut25to26_sera_0033,A/Bangkok/1803/2025_H1N1,plate9-A/Bangkok/1803/2025_H1N1,2575,1.082,1
seqneut25to26_sera_0033,A/Bangkok/1803/2025_H1N1,plate9-A/Bangkok/1803/2025_H1N1,5921,1.075,1
