well,serum,dilution_factor,replicate,fastq
flu-seqneut-25to26_H1N1_1,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_1_S1_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_3,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_2_S2_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_4,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_3_S3_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_5,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_4_S4_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_7,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_5_S5_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_8,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_6_S6_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_9,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_7_S7_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_10,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_8_S8_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_11,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_9_S9_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_12,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_10_S10_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_13,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_11_S11_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_14,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_12_S12_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_15,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_13_S13_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_16,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_14_S14_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_17,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_15_S15_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_18,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_16_S16_L001_R1_001.fastq.gz
flu-seqneut-25to26_H1N1_19,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/20260121_SH00878_0042_ASC2146600-SC3/Unaligned/20260115-CK-single-well/PlateB_17_S17_L001_R1_001.fastq.gz
