serum,strain,plate_barcode,dilution_factor,frac_infectivity_raw,frac_infectivity_ceiling
seqneut25to26_sera_0035,A/Alagoas/4130/2025_H3N2,plate11-A/Alagoas/4130/2025_H3N2,40,0,0
seqneut25to26_sera_0035,A/Alagoas/4130/2025_H3N2,plate11-A/Alagoas/4130/2025_H3N2,92,0.0003733,0.0003733
seqneut25to26_sera_0035,A/Alagoas/4130/2025_H3N2,plate11-A/Alagoas/4130/2025_H3N2,212,0.04012,0.04012
seqneut25to26_sera_0035,A/Alagoas/4130/2025_H3N2,plate11-A/Alagoas/4130/2025_H3N2,487,0.2041,0.2041
seqneut25to26_sera_0035,A/Alagoas/4130/2025_H3N2,plate11-A/Alagoas/4130/2025_H3N2,1119,0.5021,0.5021
seqneut25to26_sera_0035,A/Alagoas/4130/2025_H3N2,plate11-A/Alagoas/4130/2025_H3N2,2575,0.6665,0.6665
seqneut25to26_sera_0035,A/Alagoas/4130/2025_H3N2,plate11-A/Alagoas/4130/2025_H3N2,5921,0.8012,0.8012
seqneut25to26_sera_0035,A/Alagoas/4130/2025_H3N2,plate11-A/Alagoas/4130/2025_H3N2,1.362e+04,1.283,1
seqneut25to26_sera_0035,A/Anapolis/LEIAL6543/2025_H3N2,plate11-A/Anapolis/LEIAL6543/2025_H3N2,40,0.01209,0.01209
seqneut25to26_sera_0035,A/Anapolis/LEIAL6543/2025_H3N2,plate11-A/Anapolis/LEIAL6543/2025_H3N2,92,0.1188,0.1188
seqneut25to26_sera_0035,A/Anapolis/LEIAL6543/2025_H3N2,plate11-A/Anapolis/LEIAL6543/2025_H3N2,212,0.3942,0.3942
seqneut25to26_sera_0035,A/Anapolis/LEIAL6543/2025_H3N2,plate11-A/Anapolis/LEIAL6543/2025_H3N2,487,0.5776,0.5776
seqneut25to26_sera_0035,A/Anapolis/LEIAL6543/2025_H3N2,plate11-A/Anapolis/LEIAL6543/2025_H3N2,1119,1.032,1
seqneut25to26_sera_0035,A/Anapolis/LEIAL6543/2025_H3N2,plate11-A/Anapolis/LEIAL6543/2025_H3N2,2575,0.7804,0.7804
seqneut25to26_sera_0035,A/Anapolis/LEIAL6543/2025_H3N2,plate11-A/Anapolis/LEIAL6543/2025_H3N2,5921,0.7509,0.7509
seqneut25to26_sera_0035,A/Anapolis/LEIAL6543/2025_H3N2,plate11-A/Anapolis/LEIAL6543/2025_H3N2,1.362e+04,1.364,1
seqneut25to26_sera_0035,A/Andalucia/PMC-00977/2025_H1N1,plate11-A/Andalucia/PMC-00977/2025_H1N1,40,0.001047,0.001047
seqneut25to26_sera_0035,A/Andalucia/PMC-00977/2025_H1N1,plate11-A/Andalucia/PMC-00977/2025_H1N1,92,0.0004329,0.0004329
seqneut25to26_sera_0035,A/Andalucia/PMC-00977/2025_H1N1,plate11-A/Andalucia/PMC-00977/2025_H1N1,212,0.003745,0.003745
seqneut25to26_sera_0035,A/Andalucia/PMC-00977/2025_H1N1,plate11-A/Andalucia/PMC-00977/2025_H1N1,487,0.19,0.19
