well,serum,dilution_factor,replicate,fastq
A1,seqneut25to26_sera_4009,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_1_S1_R1_001.fastq.gz
B1,seqneut25to26_sera_4009,92,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_2_S2_R1_001.fastq.gz
C1,seqneut25to26_sera_4009,212,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_3_S3_R1_001.fastq.gz
D1,seqneut25to26_sera_4009,487,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_4_S4_R1_001.fastq.gz
E1,seqneut25to26_sera_4009,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_5_S5_R1_001.fastq.gz
F1,seqneut25to26_sera_4009,2575,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_6_S6_R1_001.fastq.gz
G1,seqneut25to26_sera_4009,5921,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_7_S7_R1_001.fastq.gz
H1,seqneut25to26_sera_4009,13619,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_8_S8_R1_001.fastq.gz
A2,seqneut25to26_sera_4010,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_9_S9_R1_001.fastq.gz
B2,seqneut25to26_sera_4010,92,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_10_S10_R1_001.fastq.gz
C2,seqneut25to26_sera_4010,212,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_11_S11_R1_001.fastq.gz
D2,seqneut25to26_sera_4010,487,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_12_S12_R1_001.fastq.gz
E2,seqneut25to26_sera_4010,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_13_S13_R1_001.fastq.gz
F2,seqneut25to26_sera_4010,2575,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_14_S14_R1_001.fastq.gz
G2,seqneut25to26_sera_4010,5921,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_15_S15_R1_001.fastq.gz
H2,seqneut25to26_sera_4010,13619,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_16_S16_R1_001.fastq.gz
A3,seqneut25to26_sera_4011,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_17_S17_R1_001.fastq.gz
B3,seqneut25to26_sera_4011,92,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_18_S18_R1_001.fastq.gz
C3,seqneut25to26_sera_4011,212,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_19_S19_R1_001.fastq.gz
D3,seqneut25to26_sera_4011,487,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_20_S20_R1_001.fastq.gz
E3,seqneut25to26_sera_4011,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_21_S21_R1_001.fastq.gz
F3,seqneut25to26_sera_4011,2575,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_22_S22_R1_001.fastq.gz
G3,seqneut25to26_sera_4011,5921,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_23_S23_R1_001.fastq.gz
H3,seqneut25to26_sera_4011,13619,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_24_S24_R1_001.fastq.gz
A4,seqneut25to26_sera_4012,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_25_S25_R1_001.fastq.gz
B4,seqneut25to26_sera_4012,92,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_26_S26_R1_001.fastq.gz
C4,seqneut25to26_sera_4012,212,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_27_S27_R1_001.fastq.gz
D4,seqneut25to26_sera_4012,487,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_28_S28_R1_001.fastq.gz
E4,seqneut25to26_sera_4012,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_29_S29_R1_001.fastq.gz
F4,seqneut25to26_sera_4012,2575,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_30_S30_R1_001.fastq.gz
G4,seqneut25to26_sera_4012,5921,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_31_S31_R1_001.fastq.gz
H4,seqneut25to26_sera_4012,13619,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_32_S32_R1_001.fastq.gz
A5,seqneut25to26_sera_4013,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_33_S33_R1_001.fastq.gz
B5,seqneut25to26_sera_4013,92,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_34_S34_R1_001.fastq.gz
C5,seqneut25to26_sera_4013,212,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_35_S35_R1_001.fastq.gz
D5,seqneut25to26_sera_4013,487,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_36_S36_R1_001.fastq.gz
E5,seqneut25to26_sera_4013,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260123_VH00319_597_AAF23MLHV/Unaligned/Project_bloom_lab/PlateB_37_S37_R1_001.fastq.gz
