serum,strain,plate_barcode,dilution_factor,frac_infectivity_raw,frac_infectivity_ceiling
seqneut25to26_sera_0029,A/Alagoas/4130/2025_H3N2,plate5-A/Alagoas/4130/2025_H3N2,40,3.501e-06,3.501e-06
seqneut25to26_sera_0029,A/Alagoas/4130/2025_H3N2,plate5-A/Alagoas/4130/2025_H3N2,92,0.0001359,0.0001359
seqneut25to26_sera_0029,A/Alagoas/4130/2025_H3N2,plate5-A/Alagoas/4130/2025_H3N2,212,0.007584,0.007584
seqneut25to26_sera_0029,A/Alagoas/4130/2025_H3N2,plate5-A/Alagoas/4130/2025_H3N2,487,0.05429,0.05429
seqneut25to26_sera_0029,A/Alagoas/4130/2025_H3N2,plate5-A/Alagoas/4130/2025_H3N2,1119,0.2331,0.2331
seqneut25to26_sera_0029,A/Alagoas/4130/2025_H3N2,plate5-A/Alagoas/4130/2025_H3N2,2575,0.5905,0.5905
seqneut25to26_sera_0029,A/Alagoas/4130/2025_H3N2,plate5-A/Alagoas/4130/2025_H3N2,5921,1.038,1
seqneut25to26_sera_0029,A/Alagoas/4130/2025_H3N2,plate5-A/Alagoas/4130/2025_H3N2,1.362e+04,0.6546,0.6546
seqneut25to26_sera_0029,A/Anapolis/LEIAL6543/2025_H3N2,plate5-A/Anapolis/LEIAL6543/2025_H3N2,40,8.442e-05,8.442e-05
seqneut25to26_sera_0029,A/Anapolis/LEIAL6543/2025_H3N2,plate5-A/Anapolis/LEIAL6543/2025_H3N2,92,0.00343,0.00343
seqneut25to26_sera_0029,A/Anapolis/LEIAL6543/2025_H3N2,plate5-A/Anapolis/LEIAL6543/2025_H3N2,212,0.07505,0.07505
seqneut25to26_sera_0029,A/Anapolis/LEIAL6543/2025_H3N2,plate5-A/Anapolis/LEIAL6543/2025_H3N2,487,0.2306,0.2306
seqneut25to26_sera_0029,A/Anapolis/LEIAL6543/2025_H3N2,plate5-A/Anapolis/LEIAL6543/2025_H3N2,1119,0.5165,0.5165
seqneut25to26_sera_0029,A/Anapolis/LEIAL6543/2025_H3N2,plate5-A/Anapolis/LEIAL6543/2025_H3N2,2575,0.6929,0.6929
seqneut25to26_sera_0029,A/Anapolis/LEIAL6543/2025_H3N2,plate5-A/Anapolis/LEIAL6543/2025_H3N2,5921,0.7717,0.7717
seqneut25to26_sera_0029,A/Anapolis/LEIAL6543/2025_H3N2,plate5-A/Anapolis/LEIAL6543/2025_H3N2,1.362e+04,0.72,0.72
seqneut25to26_sera_0029,A/Andalucia/PMC-00977/2025_H1N1,plate5-A/Andalucia/PMC-00977/2025_H1N1,40,6.151e-05,6.151e-05
seqneut25to26_sera_0029,A/Andalucia/PMC-00977/2025_H1N1,plate5-A/Andalucia/PMC-00977/2025_H1N1,92,0,0
seqneut25to26_sera_0029,A/Andalucia/PMC-00977/2025_H1N1,plate5-A/Andalucia/PMC-00977/2025_H1N1,212,0.01878,0.01878
seqneut25to26_sera_0029,A/Andalucia/PMC-00977/2025_H1N1,plate5-A/Andalucia/PMC-00977/2025_H1N1,487,0.1484,0.1484
seqneut25to26_sera_0029,A/Andalucia/PMC-00977/2025_H1N1,plate5-A/Andalucia/PMC-00977/2025_H1N1,1119,0.5736,0.5736
seqneut25to26_sera_0029,A/Andalucia/PMC-00977/2025_H1N1,plate5-A/Andalucia/PMC-00977/2025_H1N1,2575,0.7415,0.7415
seqneut25to26_sera_0029,A/Andalucia/PMC-00977/2025_H1N1,plate5-A/Andalucia/PMC-00977/2025_H1N1,5921,0.7688,0.7688
seqneut25to26_sera_0029,A/Andalucia/PMC-00977/2025_H1N1,plate5-A/Andalucia/PMC-00977/2025_H1N1,1.362e+04,0.7814,0.7814
seqneut25to26_sera_0029,A/Aragon/2046/2025_H1N1,plate5-A/Aragon/2046/2025_H1N1,40,0.0001545,0.0001545
seqneut25to26_sera_0029,A/Aragon/2046/2025_H1N1,plate5-A/Aragon/2046/2025_H1N1,92,0.0003368,0.0003368
seqneut25to26_sera_0029,A/Aragon/2046/2025_H1N1,plate5-A/Aragon/2046/2025_H1N1,212,0.01017,0.01017
seqneut25to26_sera_0029,A/Aragon/2046/2025_H1N1,plate5-A/Aragon/2046/2025_H1N1,487,0.08012,0.08012
seqneut25to26_sera_0029,A/Aragon/2046/2025_H1N1,plate5-A/Aragon/2046/2025_H1N1,1119,0.4796,0.4796
seqneut25to26_sera_0029,A/Aragon/2046/2025_H1N1,plate5-A/Aragon/2046/2025_H1N1,2575,0.782,0.782
seqneut25to26_sera_0029,A/Aragon/2046/2025_H1N1,plate5-A/Aragon/2046/2025_H1N1,5921,0.9863,0.9863
seqneut25to26_sera_0029,A/Aragon/2046/2025_H1N1,plate5-A/Aragon/2046/2025_H1N1,1.362e+04,0.8285,0.8285
seqneut25to26_sera_0029,A/Arica/59150/2025_H3N2,plate5-A/Arica/59150/2025_H3N2,40,4.117e-05,4.117e-05
seqneut25to26_sera_0029,A/Arica/59150/2025_H3N2,plate5-A/Arica/59150/2025_H3N2,92,0.0002717,0.0002717
seqneut25to26_sera_0029,A/Arica/59150/2025_H3N2,plate5-A/Arica/59150/2025_H3N2,212,0.07527,0.07527
